survey_id,employee_id,survey_month,enps_score,satisfaction_1_5
1902,2143,2024-03,-58,4
1903,620,2024-07,66,4
1904,387,2024-04,5,3
1905,2581,2025-02,-87,4
1906,1827,2025-01,-78,1
1907,3106,2024-01,-86,2
1908,3392,2025-08,-18,5
1909,571,2025-06,-40,1
1910,1237,2024-12,-91,3
1911,2810,2024-04,36,4
1912,1009,2024-04,71,3
1913,680,2025-11,69,5
1914,535,2024-06,-70,5
1915,1714,2025-09,74,1
1916,1309,2025-04,-15,3
1917,3183,2025-03,-59,4
1918,3305,2025-09,-74,4
1919,284,2025-10,54,3
1920,3094,2024-07,-49,3
1921,308,2025-12,28,2
1922,2463,2024-04,11,2
1923,3284,2025-07,86,1
1924,1184,2024-10,43,5
1925,545,2025-04,55,4
1926,226,2025-09,-1,2
1927,1172,2024-11,6,1
1928,3263,2024-02,-70,3
1929,1573,2025-08,57,5
1930,1432,2024-04,51,5
1931,23,2025-05,-39,2
1932,2283,2024-11,-72,3
1933,645,2024-12,58,3
1934,2360,2024-07,54,3
1935,2838,2025-01,57,2
1936,2653,2024-05,-94,5
1937,1778,2024-06,71,4
1938,2227,2024-12,-28,5
1939,1350,2025-07,-52,1
1940,2429,2025-01,5,4
1941,2336,2025-10,70,2
1942,645,2024-07,63,4
1943,1113,2024-01,-67,3
1944,2656,2024-08,96,3
1945,1502,2024-03,55,3
1946,808,2025-01,87,2
1947,3404,2025-12,86,3
1948,2973,2024-12,5,5
1949,2652,2024-05,-93,1
1950,1445,2025-03,-86,1
1951,1898,2025-06,25,1
1952,3239,2025-09,-82,3
1953,1805,2024-12,32,2
1954,2826,2024-11,-80,3
1955,2892,2025-01,63,1
1956,2756,2024-06,-47,1
1957,2058,2024-03,-80,2
1958,1182,2025-07,-32,4
1959,1163,2024-04,82,1
1960,2779,2025-05,10,3
1961,1431,2025-02,99,3
1962,847,2024-12,-49,2
1963,629,2024-10,35,1
1964,2109,2025-12,-63,4
1965,3287,2025-08,-14,3
1966,1297,2024-04,-25,3
1967,2234,2025-12,27,4
1968,1058,2024-04,35,1
1969,1366,2025-08,-90,4
1970,1399,2024-11,39,1
1971,1233,2024-10,51,3
1972,2903,2025-01,-24,1
1973,3107,2024-12,-86,1
1974,922,2024-04,-16,3
1975,1235,2024-04,-36,3
1976,69,2025-06,59,2
1977,2591,2025-05,-72,2
1978,2425,2024-10,-41,1
1979,2862,2024-11,45,3
1980,1918,2024-10,89,3
1981,3117,2025-09,19,5
1982,484,2024-02,-100,3
1983,1278,2025-04,40,3
1984,1535,2024-08,-94,5
1985,2622,2024-05,-88,5
1986,752,2024-04,34,3
1987,1120,2024-10,-26,2
1988,323,2024-04,-95,2
1989,3234,2025-05,-19,2
1990,1553,2024-08,-24,3
1991,39,2025-09,21,1
1992,806,2024-04,89,3
1993,1953,2024-09,-80,1
1994,1683,2024-10,33,5
1995,1747,2025-05,30,1
1996,214,2024-08,96,5
1997,3006,2024-05,-21,5
1998,2841,2024-10,-68,5
1999,741,2025-10,82,3
2000,1256,2025-08,-90,4
2001,299,2025-02,-10,5
2002,438,2025-12,31,5
2003,2900,2025-07,-80,5
2004,390,2025-07,-41,3
2005,1200,2024-10,-80,4
2006,3403,2024-12,69,2
2007,1113,2025-11,-49,5
2008,2353,2025-11,21,3
2009,361,2025-06,-52,2
2010,2993,2024-03,39,2
2011,3152,2024-04,60,5
2012,3127,2024-11,-92,1
2013,2168,2025-02,45,4
2014,3330,2025-03,32,2
2015,2371,2024-07,-85,3
2016,1289,2025-07,-47,3
2017,3076,2025-09,71,4
2018,936,2024-06,-11,2
2019,2891,2025-07,-81,5
2020,3188,2024-04,29,5
2021,1548,2024-12,57,5
2022,796,2025-10,-13,3
2023,548,2024-08,-78,1
2024,1841,2025-05,-74,3
2025,2303,2025-09,-25,1
2026,2021,2024-12,-3,4
2027,2229,2025-09,50,2
2028,87,2025-04,36,1
2029,162,2025-01,-50,5
2030,902,2024-03,38,4
2031,3081,2025-06,-78,1
2032,1727,2024-08,-63,5
2033,1149,2024-07,58,4
2034,2280,2025-11,81,2
2035,1469,2024-09,38,2
2036,492,2024-09,-9,3
2037,1760,2025-11,79,5
2038,2389,2024-07,-29,3
2039,3124,2025-06,28,5
2040,1261,2025-01,37,1
2041,584,2024-02,-86,3
2042,2965,2025-02,92,1
2043,1263,2024-11,28,2
2044,541,2025-06,-52,3
2045,1718,2024-10,65,5
2046,205,2024-06,-24,2
2047,3398,2024-06,-84,2
2048,2671,2025-01,35,5
2049,1507,2025-12,-73,3
2050,1868,2024-11,19,4
2051,1365,2024-04,36,5
2052,1606,2025-08,-69,1
2053,3203,2024-08,59,4
2054,2488,2024-11,-9,1
2055,2266,2025-09,-30,5
2056,3346,2024-03,-80,3
2057,561,2024-04,47,3
2058,3111,2024-05,-67,1
2059,603,2024-10,-67,4
2060,889,2025-09,-47,3
2061,2208,2025-04,-11,5
2062,468,2025-07,76,1
2063,1600,2024-09,50,4
2064,1151,2024-10,48,5
2065,31,2024-10,-61,5
2066,629,2024-03,30,4
2067,1537,2025-02,-30,5
2068,289,2024-08,-5,1
2069,3219,2025-11,26,1
2070,1470,2025-05,-67,4
2071,2560,2025-09,-31,2
2072,701,2024-05,-21,4
2073,1914,2024-03,75,4
2074,389,2024-11,94,4
2075,669,2025-02,92,5
2076,2344,2025-02,6,2
2077,1150,2025-04,29,5
2078,3366,2025-08,43,5
2079,3414,2024-08,57,2
2080,452,2024-07,35,2
2081,2258,2024-07,82,4
2082,2682,2024-09,-24,5
2083,947,2025-03,41,4
2084,2882,2025-08,22,1
2085,2528,2024-10,55,3
2086,1112,2024-11,86,2
2087,313,2025-10,-84,3
2088,1519,2024-09,71,3
2089,1270,2024-04,65,5
2090,1809,2024-09,74,5
2091,785,2024-01,-45,3
2092,1068,2024-09,16,1
2093,3069,2025-10,-86,1
2094,2885,2025-08,-88,1
2095,2518,2025-10,18,3
2096,1209,2024-08,95,1
2097,1704,2024-11,-55,1
2098,1004,2025-09,58,1
2099,1397,2025-07,-84,4
2100,1772,2024-05,-88,2
2101,2941,2025-09,22,5
2102,2727,2024-03,-44,3
2103,670,2024-07,-81,4
2104,3239,2025-01,83,3
2105,257,2025-04,78,5
2106,164,2025-08,-98,1
2107,2918,2025-06,94,4
2108,971,2024-07,-97,3
2109,2934,2024-09,48,3
2110,237,2025-06,57,4
2111,833,2025-11,-43,3
2112,2827,2025-09,-73,4
2113,669,2025-12,13,3
2114,1779,2025-05,78,1
2115,2471,2024-12,-94,2
2116,1195,2025-07,71,5
2117,492,2024-02,24,1
2118,2854,2025-11,98,2
2119,2131,2025-11,-47,4
2120,3124,2025-01,29,1
2121,2402,2025-01,-9,1
2122,2550,2025-01,27,4
2123,2131,2024-04,-65,2
2124,2295,2024-05,0,2
2125,1463,2025-06,98,3
2126,3175,2024-01,69,5
2127,2796,2025-05,-59,5
2128,831,2024-08,-89,2
2129,3186,2024-04,-17,2
2130,802,2025-03,-55,3
2131,2418,2024-07,-49,4
2132,3154,2024-11,-64,1
2133,1435,2025-09,8,3
2134,634,2025-05,-82,1
2135,3411,2025-12,81,2
2136,2719,2024-10,-94,4
2137,1540,2024-10,-68,1
2138,3395,2025-05,12,5
2139,399,2024-04,-72,1
2140,1806,2025-09,1,5
2141,626,2024-09,-86,3
2142,634,2024-12,74,3
2143,1192,2025-01,18,3
2144,1967,2024-02,-39,2
2145,587,2024-08,21,4
2146,1783,2024-04,8,2
2147,2666,2025-03,65,1
2148,503,2025-05,46,1
2149,49,2024-01,68,2
2150,2559,2024-01,73,2
2151,1391,2025-08,-80,1
2152,652,2024-09,54,1
2153,3008,2025-09,83,5
2154,1463,2025-04,-61,3
2155,404,2025-07,66,2
2156,1058,2024-10,22,5
2157,1974,2024-08,30,3
2158,998,2025-06,43,1
2159,3199,2025-04,-31,4
2160,2149,2025-02,80,4
2161,246,2024-09,49,2
2162,1189,2025-03,-12,4
2163,1198,2024-10,24,1
2164,500,2025-10,91,5
2165,129,2025-06,-30,3
2166,385,2024-10,79,2
2167,2337,2025-09,-98,5
2168,851,2024-02,59,3
2169,1430,2025-08,19,5
2170,489,2024-10,42,1
2171,3245,2024-06,15,2
2172,3379,2025-08,-4,3
2173,2368,2025-04,-69,2
2174,1136,2024-02,-52,3
2175,2062,2024-07,82,2
2176,1322,2024-11,-19,5
2177,3118,2025-04,-68,2
2178,2073,2025-08,-75,1
2179,445,2024-09,-43,5
2180,332,2025-08,47,4
2181,2684,2025-07,-26,1
2182,2493,2024-10,-14,5
2183,2500,2025-11,37,1
2184,1141,2025-11,21,4
2185,2306,2024-07,-84,1
2186,929,2025-02,-22,2
2187,2186,2025-09,41,5
2188,1126,2025-01,42,1
2189,426,2025-06,-17,3
2190,2851,2025-08,-57,2
2191,2789,2025-02,-64,2
2192,2684,2024-09,-82,1
2193,2176,2025-01,-78,2
2194,2189,2025-08,94,2
2195,2643,2024-08,-18,1
2196,1931,2025-09,-36,4
2197,3001,2024-05,-11,1
2198,2625,2024-12,4,2
2199,1858,2024-03,-73,5
2200,2011,2025-09,81,2
2201,3278,2025-06,-4,4
2202,1729,2024-03,13,3
2203,375,2024-06,0,4
2204,2889,2025-01,88,4
2205,14,2024-12,97,3
2206,846,2024-03,-75,4
2207,1131,2025-10,43,3
2208,89,2024-12,-68,2
2209,742,2025-05,-98,4
2210,603,2025-07,10,2
2211,1897,2024-05,-5,1
2212,3016,2024-09,-2,2
2213,961,2025-06,-96,4
2214,1339,2025-07,29,4
2215,2357,2024-06,2,3
2216,2310,2024-08,-89,3
2217,3238,2025-07,-33,2
2218,1790,2024-09,-73,1
2219,2635,2024-02,81,2
2220,2896,2024-12,49,5
2221,1440,2024-04,-1,5
2222,2866,2025-03,-83,1
2223,3376,2025-11,70,N/A
2224,410,2024-03,-29,4
2225,2642,2024-07,17,1
2226,2135,2025-02,44,3
2227,2778,2024-04,-21,1
2228,1882,2025-01,95,4
2229,702,2024-06,-54,4
2230,1469,2025-04,-31,2
2231,2353,2024-09,-64,4
2232,3071,2025-11,-31,2
2233,242,2025-09,59,3
2234,643,2025-12,-6,1
2235,806,2024-04,77,5
2236,2026,2025-11,78,1
2237,57,2024-01,-35,5
2238,3262,2024-06,59,5
2239,2416,2025-09,-1,1
2240,3101,2025-09,-15,1
2241,72,2024-08,-43,1
2242,941,2025-09,-87,5
2243,1539,2024-02,-9,1
2244,2640,2024-09,34,4
2245,2223,2024-01,74,5
2246,1432,2025-01,-18,2
2247,1045,2025-10,-73,3
2248,1133,2025-03,-6,1
2249,1258,2025-01,-42,5
2250,2362,2024-05,84,4
2251,2974,2025-03,39,4
2252,1632,2024-08,82,2
2253,3088,2025-03,-38,4
2254,1028,2024-04,-11,4
2255,2942,2025-01,-84,1
2256,4,2024-12,-73,3
2257,2569,2025-07,-25,1
2258,3253,2025-10,-21,4
2259,951,2025-10,35,5
2260,2335,2024-09,-57,5
2261,256,2025-04,97,3
2262,2916,2025-04,56,5
2263,1674,2025-09,79,5
2264,1455,2025-08,-39,3
2265,3167,2024-01,12,2
2266,3171,2025-08,4,1
2267,766,2024-12,56,4
2268,3287,2025-11,70,2
2269,718,2025-03,14,3
2270,2782,2024-10,95,5
2271,2671,2024-05,-1,1
2272,1726,2025-11,-45,2
2273,2028,2024-04,-66,3
2274,1350,2024-03,-25,4
2275,1385,2024-04,-42,5
2276,1765,2025-02,-60,5
2277,2955,2024-07,-10,3
2278,1654,2025-02,-48,3
2279,1996,2025-08,98,3
2280,2424,2024-07,-39,1
2281,3152,2024-01,22,4
2282,2948,2024-09,51,5
2283,1261,2025-03,89,4
2284,2958,2025-06,38,2
2285,1521,2024-02,-49,5
2286,322,2025-10,11,2
2287,255,2025-03,-87,3
2288,704,2024-12,-46,2
2289,1260,2024-07,96,3
2290,1371,2025-12,-100,5
2291,616,2024-04,-34,3
2292,611,2024-11,-90,4
2293,113,2024-12,7,5
2294,3123,2025-02,50,1
2295,876,2024-06,-86,5
2296,2223,2025-11,-75,1
2297,1681,2024-10,72,4
2298,1235,2025-06,-44,3
2299,848,2025-04,-100,2
2300,220,2024-05,-81,4
2301,374,2025-11,82,5
2302,2320,2024-12,85,1
2303,1547,2025-03,-67,1
2304,3316,2025-04,-44,3
2305,507,2025-01,-64,1
2306,3187,2025-04,-2,2
2307,295,2025-02,65,3
2308,2510,2025-06,52,3
2309,3289,2024-12,-23,4
2310,528,2025-08,39,3
2311,1631,2025-02,-49,1
2312,3153,2025-12,82,4
2313,2748,2025-02,19,2
2314,748,2025-03,84,1
2315,585,2024-12,-49,4
2316,1157,2024-10,90,3
2317,1581,2025-07,-43,4
2318,1007,2025-04,37,4
2319,308,2024-10,-91,1
2320,1705,2025-08,-54,5
2321,1411,2024-03,8,2
2322,1047,2024-02,1,4
2323,2831,2025-04,-74,4
2324,994,2024-11,-98,1
2325,3058,2025-08,68,1
2326,39,2025-04,-51,5
2327,1778,2025-07,50,1
2328,3255,2024-07,-66,2
2329,981,2024-07,-43,5
2330,2244,2024-07,-97,1
2331,2513,2025-04,7,4
2332,1173,2025-05,3,2
2333,2189,2025-12,16,3
2334,2235,2024-06,50,1
2335,1612,2024-03,33,3
2336,1290,2025-11,-60,2
2337,1629,2025-01,-16,4
2338,511,2024-09,-85,4
2339,1690,2024-08,31,3
2340,1114,2025-10,-21,1
2341,1162,2025-07,-66,4
2342,842,2024-05,76,3
2343,1778,2024-08,-6,4
2344,26,2025-09,-90,4
2345,197,2025-06,-82,1
2346,716,2025-08,-42,1
2347,1953,2024-04,89,3
2348,881,2025-02,-81,5
2349,1700,2024-02,-20,2
2350,507,2024-11,-21,3
2351,1441,2024-03,24,4
2352,1554,2024-07,20,5
2353,1110,2024-07,-2,4
2354,171,2024-05,62,5
2355,2130,2025-09,-95,5
2356,698,2024-09,-21,1
2357,1662,2024-04,-88,3
2358,2430,2025-12,-40,4
2359,346,2024-01,-47,3
2360,2325,2024-04,77,1
2361,1283,2025-09,35,4
2362,1725,2024-11,-52,1
2363,263,2024-09,28,2
2364,1711,2024-08,67,5
2365,1299,2025-03,-63,5
2366,611,2024-09,13,1
2367,1825,2024-03,-2,2
2368,2229,2025-12,83,2
2369,1340,2025-10,-27,3
2370,2173,2024-05,36,5
2371,1171,2025-01,14,5
2372,2845,2024-11,-36,1
2373,963,2024-03,-33,4
2374,2735,2024-10,73,1
2375,1308,2025-04,80,3
2376,1912,2024-03,-48,3
2377,238,2024-09,-6,3
2378,255,2024-07,-72,5
2379,3405,2024-09,-15,4
2380,27,2025-04,74,5
2381,1903,2024-10,41,3
2382,1567,2025-07,-3,3
2383,2179,2025-01,56,3
2384,13,2025-05,11,2
2385,628,2025-03,-13,4
2386,1161,2025-08,-97,2
2387,3163,2024-04,-79,1
2388,1198,2025-12,8,3
2389,1957,2025-07,-83,4
2390,1964,2024-05,-98,3
2391,1420,2024-01,-35,1
2392,2840,2024-01,11,1
2393,2443,2025-05,47,4
2394,1521,2024/11,94,5
2395,1043,2024-05,31,2
2396,952,2024-08,96,5
2397,3202,2024-11,-43,3
2398,432,2024-01,32,1
2399,580,2025-02,-100,2
2400,897,2024-01,-73,5
2401,2854,2025-04,29,2
2402,2357,2024-02,-37,5
2403,3311,2025-07,13,4
2404,2473,2024-07,89,5
2405,1685,2025-01,55,3
2406,138,2024-10,-30,1
2407,3003,2025-10,37,3
2408,2294,2025-08,85,5
2409,246,2025-11,-51,5
2410,3325,2025-06,11,3
2411,2126,2025-12,47,1
2412,2123,2024-06,32,2
2413,1221,2024-08,-3,2
2414,1133,2025-08,-13,5
2415,1248,2024/01,15,3
2416,172,2024-05,-1,3
2417,1543,2025/06,-29,5
2418,214,2024-10,75,1
2419,2044,2024-07,58,2
2420,710,2024-08,28,4
2421,2110,2025-07,-61,2
2422,1279,2024-12,3,3
2423,954,2024-01,-59,5
2424,496,2025-01,-68,4
2425,1316,2025-07,-53,3
2426,237,2024-04,-69,1
2427,855,2024-02,58,5
2428,1589,2025-04,3,1
2429,2167,2025-10,46,1
2430,1575,2024-02,96,2
2431,350,2025-04,-46,2
2432,2470,2025-07,-61,4
2433,1451,2024-04,-72,3
2434,2147,2024-07,-97,5
2435,3352,2025-01,-95,1
2436,167,2025-03,19,5
2437,3387,2025-01,37,3
2438,3260,2024-05,-42,3
2439,1775,2025-10,8,1
2440,93,2024-11,-59,4
2441,848,2025-01,41,3
2442,775,2025-01,42,4
2443,1999,2025-02,42,5
2444,2369,2024-07,2,2
2445,1673,2024-08,69,5
2446,1219,2024-04,-84,3
2447,146,2025-06,-17,2
2448,3217,2024-08,-88,4
2449,3388,2024-02,66,1
2450,113,2024-02,-86,4
2451,1121,2025-12,-13,5
2452,3367,2024-11,-63,2
2453,1368,2025-03,42,3
2454,2133,2025-01,-20,4
2455,1759,2025-09,10,3
2456,2169,2025-10,93,5
2457,3016,2025-07,85,5
2458,1301,2025-12,-14,2
2459,2737,2024-06,-26,2
2460,1564,2024-11,-40,4
2461,705,2024-07,38,3
2462,257,2025-08,99,2
2463,2454,2024-07,20,5
2464,2064,2025-08,13,1
2465,2996,2024-06,100,3
2466,807,2025-05,-62,2
2467,2447,2024-01,-85,4
2468,81,2025-07,-81,5
2469,477,2025-08,20,5
2470,2036,2025-02,80,2
2471,1846,2025-01,-54,2
2472,2029,2024-12,45,1
2473,2873,2025-03,77,5
2474,2856,2025-02,84,2
2475,670,2024-12,59,2
2476,694,2025-01,-27,2
2477,1845,2024-03,33,5
2478,3280,2024-12,11,5
2479,2294,2024-11,-4,2
2480,501,2025-10,42,4
2481,2177,2024-08,36,2
2482,1159,2025-12,62,3
2483,366,2025-10,11,4
2484,2440,2025-07,32,3
2485,951,2025-05,-43,5
2486,2658,2024-08,-5,3
2487,1892,2024-04,64,4
2488,1531,2025-07,55,3
2489,716,2025-05,3,4
2490,1002,2025-08,13,5
2491,1143,2025-02,-49,5
2492,2375,2025-10,-24,2
2493,1422,2024-02,33,3
2494,117,2024-03,-77,4
2495,47,2024-02,-97,5
2496,941,2024-08,20,1
2497,1749,2024-04,44,1
2498,1142,2024-01,97,1
2499,3408,2025-08,-6,1
2500,793,2024-04,-76,2
2501,1399,2025-08,27,2
2502,1363,2025-04,-39,1
2503,940,2025-03,-69,5
2504,3024,2024-03,24,5
2505,867,2024-01,44,1
2506,37,2024-04,-89,2
2507,1765,2024-08,45,2
2508,2175,2025-11,15,5
2509,1562,2024-10,49,1
2510,1443,2024-06,26,5
2511,2953,2024-07,-7,1
2512,1281,2024-09,-33,3
2513,2190,2025-02,28,3
2514,2869,2025-08,-60,2
2515,1366,2024-02,10,1
2516,1852,2025-07,51,3
2517,1322,2024-01,-54,5
2518,2105,2024-08,-83,3
2519,1875,2025-03,-96,5
2520,2919,2024-03,11,2
2521,868,2024-07,-17,4
2522,554,2025-04,31,5
2523,1449,2025-05,63,2
2524,2098,2024-02,96,5
2525,977,2025-07,-36,5
2526,3419,2024-10,-78,3
2527,1766,2025-03,50,3
2528,2781,2024-06,-97,1
2529,1873,2025-12,28,1
2530,1346,2025-07,-45,5
2531,2901,2025-04,-29,2
2532,540,2024-05,-76,5
2533,861,2025-07,-100,2
2534,2621,2024-10,-62,2
2535,3099,2025-04,-14,3
2536,997,2025-04,-41,2
2537,1834,2025-08,-22,3
2538,1666,2025-09,-78,3
2539,2490,2024-10,-73,5
2540,1711,2024-02,50,5
2541,2095,2024-11,64,4
2542,2292,2024-10,48,5
2543,2840,2024-09,92,2
2544,476,2024-12,47,4
2545,2272,2025-02,-76,3
2546,620,2025-03,48,3
2547,38,2024-09,-54,4
2548,2454,2025-03,56,2
2549,1337,2025-12,27,2
2550,2455,2025-04,70,3
2551,3214,2025-03,91,1
2552,442,2024-07,38,3
2553,1547,2024-09,87,4
2554,339,2024-02,8,1
2555,2838,2025-01,87,3
2556,3424,2024-02,-83,2
2557,2977,2025-07,-12,1
2558,3404,2025-11,53,1
2559,1140,2025-08,98,3
2560,953,2024-04,74,3
2561,2938,2025-04,-27,3
2562,2233,2024-11,26,1
2563,1293,2024-01,-83,1
2564,721,2025-06,-77,1
2565,87,2025-09,41,4
2566,131,2024-12,-38,4
2567,2379,2025-10,11,3
2568,904,2024-02,-59,1
2569,2810,2025-09,60,1
2570,2899,2025-05,-83,2
2571,1547,2025-05,24,5
2572,1028,2025-01,36,1
2573,594,2024-01,64,3
2574,879,2024-11,-49,3
2575,2108,2025-11,-31,5
2576,2590,2024-12,11,2
2577,2529,2024-02,-43,2
2578,3284,2024-12,48,4
2579,2243,2024-04,52,3
2580,1740,2024-11,51,1
2581,1219,2025-04,0,4
2582,1152,2024-02,26,5
2583,1262,2024-12,-64,5
2584,3013,2025-01,-61,1
2585,1881,2025-07,-25,4
2586,757,2024-02,-59,4
2587,663,2025-04,60,4
2588,98,2025-03,-49,3
2589,2899,2024-01,85,4
2590,753,2024-03,-18,3
2591,351,2025-04,52,1
2592,992,2025-09,-85,1
2593,1667,2025-09,44,4
2594,3287,2025-07,-9,3
2595,2944,2025-09,63,3
2596,586,2025-03,-64,5
2597,1814,2024-04,-60,2
2598,2823,2025-01,73,5
2599,2607,2024-09,16,2
2600,1609,2024-07,13,3
2601,821,2024-03,19,2
2602,2690,2024-01,-29,4
2603,1526,2025-07,90,1
2604,812,2024-05,11,2
2605,2443,2025-04,-97,2
2606,3023,2024-08,-43,4
2607,3043,2024-12,95,1
2608,3211,2024-10,-3,4
2609,2203,2024-08,45,4
2610,2631,2024-12,-97,4
2611,832,2025-07,-96,3
2612,1110,2025-01,-59,4
2613,502,2025-07,4,1
2614,278,2025-10,22,3
2615,2883,2024-12,-86,4
2616,1566,2025-08,84,2
2617,1898,2024-03,21,1
2618,300,2025-02,-30,2
2619,630,2024-12,-10,3
2620,262,2024-01,1,1
2621,1664,2025-10,55,5
2622,1990,2025-06,-82,4
2623,433,2025-03,16,4
2624,2427,2025-05,5,5
2625,361,2025-07,58,3
2626,2873,2025-07,-28,4
2627,3151,2024-08,-26,3
2628,2193,2024-11,62,4
2629,1866,2024-09,72,1
2630,2507,2025-10,65,5
2631,853,2024-03,74,3
2632,3156,2025-10,-80,3
2633,3019,2024-09,31,2
2634,2383,2025-07,38,3
2635,3422,2024-05,-47,3
2636,1038,2025-09,-9,2
2637,3029,2025-01,99,5
2638,117,2025-12,-73,3
2639,2561,2024-10,64,4
2640,992,2025-12,-37,5
2641,3296,2025-09,71,4
2642,1943,2024-01,7,2
2643,677,2024-10,-98,4
2644,1079,2024-10,-79,1
2645,3007,2024-06,66,4
2646,2756,2025-10,59,1
2647,1229,2024-03,-57,3
2648,900,2024-07,28,2
2649,111,2024-07,2,5
2650,423,2024-11,-90,4
2651,111,2025-05,41,4
2652,1131,2024-01,-68,4
2653,644,2025-04,-18,4
2654,70,2024-10,-99,1
2655,2670,2025-03,-52,1
2656,3012,2024-02,88,5
2657,3072,2025-09,0,3
2658,2867,2025-02,45,4
2659,439,2024-07,-40,2
2660,564,2025-07,-92,5
2661,2896,2024-12,23,1
2662,52,2024-10,-52,3
2663,2588,2024-05,-78,4
2664,432,2024-12,-1,3
2665,179,2024-06,-18,5
2666,2673,2025-06,-77,1
2667,2506,2024-09,18,4
2668,292,2024-03,-11,5
2669,132,2025-05,99,1
2670,3026,2025-09,-83,4
2671,900,2025-09,-1,1
2672,3320,2024-12,59,4
2673,1819,2024-08,-15,2
2674,3353,2024-06,-59,5
2675,3115,2024-10,98,2
2676,2110,2024-03,-35,2
2677,361,2025-10,86,1
2678,3073,2024-06,69,4
2679,1193,2025-07,35,1
2680,864,2024-10,55,4
2681,1976,2025-05,9,2
2682,1224,2025-10,34,5
2683,2536,2024-10,-46,1
2684,908,2025-12,-89,4
2685,3136,2024-09,25,1
2686,342,2024-07,61,1
2687,1606,2025-06,67,5
2688,3290,2024-04,53,5
2689,2881,2024-03,97,5
2690,2810,2024-09,19,1
2691,2114,2025-02,-66,5
2692,1951,2024-12,-59,3
2693,699,2024-02,-45,2
2694,1021,2025-02,96,2
2695,1986,2025-03,77,1
2696,1051,2024-07,45,4
2697,1075,2025-02,73,3
2698,2326,2024-09,-32,1
2699,2410,2024-02,44,4
2700,1700,2025-06,-67,3
2701,975,2024-11,-80,4
2702,604,2025-12,29,1
2703,901,2024-05,41,5
2704,1130,2024-01,19,2
2705,3238,2025-08,-6,3
2706,1105,2025-09,21,1
2707,3113,2025-10,-26,5
2708,1845,2025-12,-41,3
2709,1548,2024-08,-50,4
2710,917,2025-05,-27,4
2711,2622,2024-01,-37,1
2712,2886,2024-11,-69,4
2713,3364,2025-10,7,2
2714,2810,2025-04,-18,3
2715,304,2025-09,-68,3
2716,3012,2025-11,82,4
2717,2077,2025-08,2,2
2718,1758,2025-05,-72,5
2719,869,2024-09,-91,3
2720,1735,2025-01,-83,4
2721,2741,2024-02,-18,4
2722,2018,2025-02,-52,3
2723,348,2025-12,92,3
2724,2588,2024-04,-6,4
2725,2702,2024-12,48,5
2726,2303,2025-10,-51,2
2727,688,2024-09,-87,2
2728,1012,2025-03,-33,5
2729,1562,2025-07,38,5
2730,2978,2025-07,53,2
2731,2788,2025-05,-61,2
2732,327,2024-02,-41,4
2733,232,2024-02,-5,5
2734,171,2025-07,-31,5
2735,3179,2025-12,-41,2
2736,2959,2024-07,97,2
2737,745,2025-02,87,3
2738,3138,2024-02,-29,1
2739,1715,2024-05,-90,5
2740,1073,2024-12,-28,2
2741,2516,2024-01,77,2
2742,237,2025-03,80,5
2743,423,2025-02,40,5
2744,878,2024-03,35,5
2745,2085,2025-03,-28,3
2746,2872,2024-11,-12,4
2747,1766,2024-03,76,3
2748,1506,2024-06,-57,1
2749,2007,2025-02,-19,4
2750,41,2025-08,76,1
2751,2270,2024-11,40,1
2752,2758,2025-04,-79,2
2753,1441,2024-11,58,4
2754,2219,2025-09,-87,4
2755,1024,2025-12,-43,1
2756,3208,2024-11,84,4
2757,630,2024-08,-86,4
2758,472,2025-02,-63,3
2759,3217,2025-10,74,4
2760,1737,2025-03,34,3
2761,1375,2024-09,-54,1
2762,2795,2025-07,-31,1
2763,967,2024-05,87,1
2764,1013,2024-07,21,3
2765,180,2024-04,-37,4
2766,1775,2025-10,-71,1
2767,2573,2025-11,-17,1
2768,3379,2025-12,-37,4
2769,1808,2024-01,-14,4
2770,257,2025-10,-91,5
2771,655,2024-06,-6,5
2772,964,2025-11,-51,5
2773,3060,2024-09,93,1
2774,1989,2024-08,-45,2
2775,3199,2025-04,-51,3
2776,2892,2025-07,-40,4
2777,3017,2024-10,22,5
2778,959,2025-08,46,5
2779,1922,2024-01,-41,5
2780,207,2025-10,39,1
2781,1279,2025-01,-74,1
2782,1073,2025-01,-62,3
2783,555,2025-10,-42,5
2784,212,2024-02,40,2
2785,1293,2025-10,11,2
2786,241,2024-05,-8,2
2787,2097,2025-12,22,4
2788,951,2025-06,-61,4
2789,776,2024-09,-47,2
2790,380,2024-02,41,1
2791,1590,2024-03,98,2
2792,579,2024-03,-100,2
2793,1963,2024-02,-28,3
2794,3378,2025-03,77,2
2795,2506,2025-09,67,1
2796,398,2025-08,-48,5
2797,313,2025-06,-93,3
2798,2998,2025-12,14,2
2799,2970,2025-04,39,2
2800,1242,2024-03,-49,4
2801,1563,2024-12,-40,5
2802,1292,2025-07,35,3
2803,1994,2024-11,7,3
2804,715,2024-08,-44,2
2805,3221,2024-12,68,4
2806,1384,2025-07,81,4
2807,576,2024-09,45,1
2808,1031,2024-09,90,3
2809,3030,2024-12,-28,5
2810,990,2024-11,-78,2
2811,2756,2024-06,47,3
2812,2624,2024-07,12,4
2813,3405,2024-03,-17,1
2814,525,2025-07,-48,3
2815,1347,2024-06,-88,4
2816,2882,2025-12,-66,3
2817,435,2025-12,33,2
2818,118,2025-05,-55,5
2819,49,2025-12,88,2
